time,OS,RL
66.9442,21.1516,20.9232
67.1445,21.1501,20.9296
67.3448,21.1426,20.935
67.5452,21.1269,20.9407
67.7455,21.1108,20.947
67.9458,21.0935,20.9566
68.1462,21.0775,20.9592
68.3465,21.0616,20.9641
68.5468,21.0482,20.9607
68.7472,21.0404,20.9679
68.9475,21.036,20.9709
69.1478,21.0316,20.9771
69.3482,21.0261,20.9761
69.5485,21.0249,20.9708
69.7488,21.029,20.9667
69.9492,21.0372,20.964
70.1495,21.0497,20.9614
70.3498,21.0693,20.9566
70.5502,21.0896,20.9527
70.7505,21.1114,20.9438
70.9508,21.1326,20.9327
71.1512,21.1504,20.9203
71.3515,21.1717,20.9081
71.5519,21.1872,20.8905
71.7522,21.2008,20.8726
71.9525,21.2096,20.8598
72.1528,21.2092,20.8509
72.3532,21.2004,20.8507
72.5535,21.1906,20.858
72.7538,21.1785,20.8658
72.9542,21.1643,20.8734
73.1546,21.1451,20.884
73.355,21.125,20.9011
73.5553,21.1028,20.9165
73.7556,21.0754,20.9286
73.956,21.0468,20.943
74.1563,21.0215,20.9591
74.3567,20.9994,20.9752
74.557,20.9842,20.9913
74.7574,20.9751,21.0053
74.9577,20.9733,21.0139
75.1581,20.9767,21.0186
75.3584,20.9841,21.0188
75.5587,20.9961,21.016
75.7591,21.0106,21.0077
75.9594,21.0284,20.9904
76.1598,21.0512,20.9757
76.3601,21.0777,20.9621
76.5604,21.1068,20.9543
76.7608,21.1326,20.9528
76.9611,21.1588,20.9485
77.1615,21.1794,20.9432
77.3618,21.1923,20.9377
77.5621,21.1974,20.9321
77.7625,21.1953,20.9277
77.9628,21.186,20.9202
78.1631,21.1717,20.9163
78.3635,21.152,20.9133
78.5638,21.1283,20.9135
78.7641,21.104,20.9195
78.9645,21.0813,20.9288
79.1648,21.0611,20.9394
79.3651,21.0439,20.9484
79.5655,21.0268,20.9626
79.7658,21.0117,20.9778
79.9662,21.0011,20.9895
80.1665,20.9937,20.9982
80.3668,20.9919,21.0075
80.5672,20.9948,21.0202
80.7675,21.0014,21.0302
80.9678,21.0143,21.045
81.1682,21.0331,21.0585
81.3685,21.0542,21.0668
81.5689,21.0772,21.0704
81.7692,21.101,21.0752
81.9697,21.1251,21.0758
82.17,21.1449,21.0742
82.3704,21.1602,21.0712
82.5707,21.172,21.0668
82.7711,21.1812,21.0618
82.9714,21.1876,21.0578
83.1717,21.1929,21.0514
83.3721,21.1928,21.0486
83.5724,21.1891,21.0387
83.7728,21.177,21.0304
83.9731,21.1581,21.0211
84.1734,21.1346,21.0078
84.3738,21.1093,20.9868
84.5741,21.0847,20.9623
84.7744,21.0624,20.9514
84.9748,21.0441,20.9428
85.1751,21.0305,20.9411
85.3754,21.0178,20.9402
85.5758,21.0121,20.9435
85.7761,21.0114,20.9466
85.9765,21.0153,20.9523
86.1768,21.0242,20.9619
86.3771,21.0377,20.9734
86.5775,21.056,20.9834
86.7778,21.0802,20.9959
86.9782,21.1045,21.0105
87.1785,21.1321,21.0276
87.3788,21.1551,21.0457
87.5792,21.1789,21.0615
87.7795,21.1975,21.0568
87.9798,21.2099,21.0636
88.1802,21.2121,21.0581
88.3805,21.2105,21.0641
88.5808,21.2034,21.0724
88.7812,21.1918,21.0819
88.9815,21.1762,21.0865
89.1818,21.1546,21.0912
89.3822,21.1315,21.0936
89.5825,21.1106,21.0923
89.7828,21.0925,21.0863
89.9832,21.0747,21.0742
90.1835,21.0613,21.0589
90.3838,21.0543,21.0416
90.5842,21.0496,21.0193
90.7845,21.0491,20.9989
90.9848,21.0519,20.9835
91.1851,21.0567,20.9719
91.3855,21.0686,20.9624
91.5859,21.0799,20.9526
91.7862,21.0959,20.9468
91.9865,21.1149,20.9469
92.1868,21.1311,20.9537
92.3872,21.147,20.9575
92.5875,21.1609,20.9601
92.7878,21.174,20.9668
92.9882,21.1858,20.9686
